summary_x,gameId,gameDate,away,home,awayOdds,homeOdds,date,status,details.seasonType,details.season,details.conferenceGame,details.divisionGame,teams.away.team,teams.away.conference,teams.home.team,teams.home.conference,teams.home.division,venue.name,venue.neutralSite,venue.city,venue.state,scoreboard.score.away,scoreboard.score.home,teams.away.division,scoreboard.score._id,venue.country,week,home_pregame_elo,home_postgame_elo,away_pregame_elo,away_postgame_elo,home_division,away_division,completed,home.offense.plays,home.offense.drives,home.offense.ppa,home.offense.totalPPA,home.offense.successRate,home.offense.explosiveness,home.offense.powerSuccess,home.offense.stuffRate,home.offense.lineYards,home.offense.lineYardsTotal,home.offense.secondLevelYards,home.offense.secondLevelYardsTotal,home.offense.openFieldYards,home.offense.openFieldYardsTotal,home.offense.standardDowns.ppa,home.offense.standardDowns.successRate,home.offense.standardDowns.explosiveness,home.offense.passingDowns.ppa,home.offense.passingDowns.successRate,home.offense.passingDowns.explosiveness,home.offense.rushingPlays.ppa,home.offense.rushingPlays.totalPPA,home.offense.rushingPlays.successRate,home.offense.rushingPlays.explosiveness,home.offense.passingPlays.ppa,home.offense.passingPlays.totalPPA,home.offense.passingPlays.successRate,home.offense.passingPlays.explosiveness,home.defense.plays,home.defense.drives,home.defense.ppa,home.defense.totalPPA,home.defense.successRate,home.defense.explosiveness,home.defense.powerSuccess,home.defense.stuffRate,home.defense.lineYards,home.defense.lineYardsTotal,home.defense.secondLevelYards,home.defense.secondLevelYardsTotal,home.defense.openFieldYards,home.defense.openFieldYardsTotal,home.defense.standardDowns.ppa,home.defense.standardDowns.successRate,home.defense.standardDowns.explosiveness,home.defense.passingDowns.ppa,home.defense.passingDowns.successRate,home.defense.passingDowns.explosiveness,home.defense.rushingPlays.ppa,home.defense.rushingPlays.totalPPA,home.defense.rushingPlays.successRate,home.defense.rushingPlays.explosiveness,home.defense.passingPlays.ppa,home.defense.passingPlays.totalPPA,home.defense.passingPlays.successRate,home.defense.passingPlays.explosiveness,away.offense.plays,away.offense.drives,away.offense.ppa,away.offense.totalPPA,away.offense.successRate,away.offense.explosiveness,away.offense.powerSuccess,away.offense.stuffRate,away.offense.lineYards,away.offense.lineYardsTotal,away.offense.secondLevelYards,away.offense.secondLevelYardsTotal,away.offense.openFieldYards,away.offense.openFieldYardsTotal,away.offense.standardDowns.ppa,away.offense.standardDowns.successRate,away.offense.standardDowns.explosiveness,away.offense.passingDowns.ppa,away.offense.passingDowns.successRate,away.offense.passingDowns.explosiveness,away.offense.rushingPlays.ppa,away.offense.rushingPlays.totalPPA,away.offense.rushingPlays.successRate,away.offense.rushingPlays.explosiveness,away.offense.passingPlays.ppa,away.offense.passingPlays.totalPPA,away.offense.passingPlays.successRate,away.offense.passingPlays.explosiveness,away.defense.plays,away.defense.drives,away.defense.ppa,away.defense.totalPPA,away.defense.successRate,away.defense.explosiveness,away.defense.powerSuccess,away.defense.stuffRate,away.defense.lineYards,away.defense.lineYardsTotal,away.defense.secondLevelYards,away.defense.secondLevelYardsTotal,away.defense.openFieldYards,away.defense.openFieldYardsTotal,away.defense.standardDowns.ppa,away.defense.standardDowns.successRate,away.defense.standardDowns.explosiveness,away.defense.passingDowns.ppa,away.defense.passingDowns.successRate,away.defense.passingDowns.explosiveness,away.defense.rushingPlays.ppa,away.defense.rushingPlays.totalPPA,away.defense.rushingPlays.successRate,away.defense.rushingPlays.explosiveness,away.defense.passingPlays.ppa,away.defense.passingPlays.totalPPA,away.defense.passingPlays.successRate,away.defense.passingPlays.explosiveness,away_cover
2019-Florida International @ Middle Tennessee,168713,2019-10-26T19:30:00.000Z,-2,2,-115,-105,2019-10-20T20:37:22.634Z,final,regular,2019,TRUE,TRUE,Florida International,Conference USA,Middle Tennessee,Conference USA,East,Floyd Stadium,FALSE,Murfreesboro,TN,17,50,East,,,9,,,,,,,,67.6,11.8,0.268104445,17.12825977,0.465654214,1.309182726,0.7,0.187745077,3.170012771,91.4,1.523462872,43.4,1.581341838,44.4,0.223423292,0.517974426,1.135253636,0.356501815,0.36,1.800633092,0.239796654,6.702895195,0.490141468,1.030058423,0.329845733,10.94240831,0.433807357,1.674675277,77.2,11.2,0.1917827,14.57639063,0.479675964,1.111598929,0.625714286,0.212440476,2.797488095,109.4,1.098531746,42.2,1.252281746,50.2,0.167828294,0.524121438,1.018545569,0.238078136,0.356845118,1.603703375,0.066218599,2.869769696,0.460972222,0.87734263,0.388887018,12.93369692,0.473109591,1.57584317,70,10.8,0.344091172,23.81218039,0.512531933,1.149464395,0.803333333,0.138009907,3.505817308,148.6,1.267832168,53.2,1.800650738,77.2,0.296360548,0.552927018,1.00589928,0.448927958,0.382875341,1.81827915,0.316082836,13.37214715,0.513197682,1.049957747,0.486848142,11.1352521,0.518934234,1.525563292,65,10.6,0.097796357,8.082403586,0.405258027,1.057409115,0.938095238,0.186734419,3.082332216,110,1.217986371,43.8,1.659496488,60.4,0.087297865,0.475711387,0.931445178,0.128293126,0.284171843,1.754601818,0.257296092,9.903951639,0.445720759,1.07408561,0.041662394,0.945202479,0.320521754,1.62340955,FALSE
2019-Florida Atlantic @ Old Dominion,168324,2019-10-26T19:30:00.000Z,-14,14,-115,-105,2019-10-20T20:37:23.142Z,final,regular,2019,TRUE,TRUE,Florida Atlantic,Conference USA,Old Dominion,Conference USA,East,S.B. Ballard Stadium,FALSE,Norfolk,VA,41,3,East,,,9,,,,,,,,61.2,12.6,-0.022266337,-1.083569711,0.356116943,1.10329996,0.666666667,0.240661248,2.190229709,68.2,0.815892705,25.2,0.707797602,21.4,-0.080163585,0.409166894,0.948859904,0.090786952,0.266772247,1.604638806,-0.01922471,-0.613022157,0.353694371,1.056091172,0.004233008,0.201241692,0.330019608,1.474184287,67,12.2,0.150617946,10.62555014,0.398064404,1.253926162,0.756190476,0.278787879,2.248602694,87.2,0.937205387,36.4,0.902020202,35.6,0.029827506,0.439236977,0.912467533,0.405670092,0.326984127,2.133618857,-0.028478784,-0.408902156,0.372558922,0.907572346,0.413293121,11.32910186,0.406800896,1.846391109,76.6,13.6,0.27175013,20.71232708,0.438141998,1.413813534,0.805714286,0.23221081,2.547665362,98,0.874109399,34,1.171578218,46.8,0.123413678,0.461250237,1.155521125,0.521684182,0.393128168,1.991918697,0.06674066,2.852880517,0.376524008,1.049805423,0.496531395,18.61996965,0.477868073,1.802858561,68.4,13.6,0.096882477,7.081651472,0.338009978,1.595689587,0.553333333,0.338752053,1.907285789,61.8,0.904041648,29,1.290379161,44.8,-0.089798945,0.372144171,1.211863762,0.373611015,0.278453704,2.337732334,-0.08473945,-1.220292406,0.283359457,1.184644431,0.242445208,8.708191059,0.35244186,2.008666603,TRUE
2019-Connecticut @ Massachusetts,168707,2019-10-26T19:30:00.000Z,-9.5,9.5,-115,-105,2019-10-20T20:23:08.420Z,final,regular,2019,FALSE,FALSE,Connecticut,AAC,Massachusetts,Independent,,Warren McGuirk Alumni Stadium,FALSE,Amherst,MA,56,35,East,,,9,,,,,,,,67.2,13.6,0.030487587,3.354256756,0.342332307,1.373564569,0.438528139,0.25015873,2.1877114,82,0.633448773,23.8,0.717113997,25.4,-0.067111318,0.400097667,1.132874596,0.185211246,0.230004504,2.146517722,-0.026814827,-0.261632557,0.322135642,1.135367631,0.11419324,3.863259946,0.353082408,1.711717929,73.8,13.2,0.440922571,33.12938906,0.558458043,1.291142403,0.783316683,0.120254371,3.424276788,167.2,1.25050589,60,1.45008658,73.8,0.420380047,0.601446489,1.212797996,0.442208618,0.407740563,1.710499401,0.322542603,17.72339513,0.521488976,1.087004457,0.529852112,15.3326034,0.540196609,1.604659451,57.5,10.5,-0.160321348,-8.477270546,0.336427267,1.007114572,0.5,0.345652174,1.754130435,37,0.567391305,12,0.043478261,1,-0.012834948,0.390476191,1.052566545,-0.447806206,0.230555555,1.077578424,-0.195312199,-4.161741837,0.258695652,0.975744897,-0.141124744,-4.250651971,0.348958334,1.163079117,69,11.5,0.148406332,10.0549162,0.46512605,1.177065032,0.666666667,0.189102564,2.864262821,105,0.931891026,33.5,0.852564103,28,0.123088126,0.473429952,1.041749285,0.288406181,0.452380952,1.54178248,-0.012877695,0.410294332,0.352964744,1.057225252,0.347023494,10.54374399,0.564671815,1.378047,TRUE
2019-Tulane @ Navy,168711,2019-10-26T19:30:00.000Z,3.5,-3.5,-100,-120,2019-10-20T21:02:05.992Z,final,regular,2019,TRUE,TRUE,Tulane,AAC,Navy,AAC,West,Navy-Marine Corps Memorial Stadium,FALSE,Annapolis,MD,38,41,West,,,9,,,,,,,,70.8,11.6,0.38222024,26.70954601,0.493618265,1.313442318,0.843650794,0.176295932,3.399268515,208.4,1.422297502,87.2,1.875996738,114,0.332656369,0.517799772,1.223677931,0.576950323,0.449634134,1.612209895,0.398575465,24.43709098,0.508207292,1.250414017,0.172365187,1.831181647,0.323333333,2.322409993,59.6,11.8,0.057746638,2.544575689,0.341525685,1.196882186,0.583333333,0.242497835,2.167593506,59.4,0.900917749,24.2,1.235142857,30.4,0.002976292,0.427226723,0.9013558,0.136590774,0.204111177,2.518337881,-0.035812658,-0.777533008,0.314757576,1.030383713,0.163403359,3.491179211,0.354786665,1.417637376,72.2,12.6,0.340265064,24.92502502,0.520865079,1.266819846,0.654761905,0.165554758,3.47281815,157.8,1.515658121,69.4,1.853627769,87.2,0.357149274,0.58990873,1.159972212,0.335337167,0.32775974,1.897854515,0.337985426,16.1013205,0.527352338,1.151908305,0.358000181,8.854842439,0.495250381,1.667686671,65,12,0.081734087,7.240754365,0.398279857,1.270791235,0.611111111,0.205860053,2.73726801,98.2,0.995098825,36.6,0.931102668,34.8,0.10443628,0.49571518,1.039800651,0.019752782,0.227023951,2.026305373,0.061738751,4.104091833,0.436010704,0.794343673,0.114712499,3.493693853,0.330132987,1.959164004,TRUE
2019-Akron @ Northern Illinois,169101,2019-10-26T19:30:00.000Z,24,-24,-115,-105,2019-10-20T21:02:06.230Z,final,regular,2019,TRUE,FALSE,Akron,MAC,Northern Illinois,MAC,West,Huskie Stadium,FALSE,DeKalb,IL,0,49,East,,,9,,,,,,,,70.4,13.2,0.155151736,10.88917378,0.391963266,1.331444806,0.525,0.240230249,2.478207523,75,0.86235878,25.8,1.303737726,38.2,0.029583348,0.431975549,1.027493165,0.36594557,0.32978355,2.024116034,0.053506833,1.390810531,0.381634135,1.061482642,0.24731033,9.648669268,0.374445729,1.669055805,65.2,13,0.10202117,5.860440666,0.401917891,1.226882143,0.511111111,0.28471657,2.234964309,86,0.928177556,35,0.871000039,33.4,-0.019849168,0.427068968,1.035091462,0.421886939,0.385417989,1.698827648,-0.018137224,-0.847143029,0.370030147,0.941401099,0.272852182,7.174606859,0.406605135,1.652408742,63.2,11.6,0.033679006,2.649809766,0.342369199,1.37945238,0.7,0.25939394,2.199912458,47.8,0.957962963,20.4,0.416464647,8.6,-0.038101773,0.410232326,1.172290289,0.12474201,0.215977924,1.778225113,-0.143794322,-2.744196807,0.321043771,0.842557205,0.114202228,5.460786771,0.349661733,1.670277522,75.6,11.2,0.234494736,17.88839286,0.517272441,0.994994336,0.740652681,0.175630988,3.276977777,144.6,1.07169529,47.2,0.946333315,39.6,0.20064764,0.555363684,0.86591987,0.362359628,0.41232035,1.500866013,0.195276614,8.714651887,0.508112293,0.863551354,0.272279984,9.023678195,0.489763859,1.310193118,FALSE
2019-Central Michigan @ Buffalo,168714,2019-10-26T19:30:00.000Z,3.5,-3.5,-125,105,2019-10-20T20:37:23.658Z,final,regular,2019,TRUE,FALSE,Central Michigan,MAC,Buffalo,MAC,East,UB Stadium,FALSE,Amherst,NY,20,43,West,,,9,,,,,,,,65.6,11.6,0.179441042,11.31128787,0.460124911,1.014801922,0.880952381,0.144995573,3.402881411,156.8,1.034731359,47.4,1.166470694,54,0.225378385,0.517733131,0.906267121,0.053959045,0.287976191,1.517802844,0.223387451,10.33905965,0.4941051,0.887664663,0.045422124,0.292135306,0.355158103,1.512357782,66.2,12.6,-0.03422951,-2.632039735,0.356614492,1.194297592,0.595457875,0.247685752,2.27786527,84,0.638134095,23,0.812765765,23.6,-0.040980297,0.418881846,0.943394466,-0.043442348,0.228994152,1.844953505,-0.063371585,-0.989198709,0.35747314,0.821180043,0.005407584,-1.680810688,0.321172648,1.779136271,74.8,12.2,0.350738466,25.56211676,0.515144739,1.248798593,0.674285714,0.151599596,3.306847185,126.4,1.1727941,44.8,1.67349384,65.8,0.284231935,0.549109957,1.111191907,0.534880437,0.428488142,1.69662338,0.230164928,9.933124544,0.497137494,1.042111841,0.480191636,15.81328306,0.524832952,1.538999578,65.6,12,0.074865178,5.044977033,0.365175382,1.411206863,0.419047619,0.334827883,2.281969621,68.6,1.054926977,30.4,0.971419415,28.4,-0.003142865,0.42340302,1.176941232,0.174195238,0.249862882,2.046603096,-0.080449441,-1.233520159,0.367066502,0.94110403,0.186533809,6.202662043,0.354520668,1.773905343,FALSE
2019-Eastern Michigan @ Toledo,169099,2019-10-26T19:30:00.000Z,4,-4,-110,-110,2019-10-22T03:04:39.415Z,final,regular,2019,TRUE,TRUE,Eastern Michigan,MAC,Toledo,MAC,West,Glass Bowl,FALSE,Toledo,OH,34,37,West,,,9,,,,,,,,70.6,12.8,0.264034088,18.01291797,0.422998184,1.391941845,0.516666667,0.168164923,3.343223281,132.4,1.419008293,56.4,2.034603736,86.2,0.260487257,0.475406331,1.340819502,0.257799981,0.310672922,1.555032483,0.234188097,9.992525681,0.429036968,1.146177336,0.285306891,8.421889269,0.381550117,1.814357225,76.8,12.6,0.221946718,17.18268277,0.440399199,1.290201734,0.706666667,0.151474536,3.353585861,124.8,1.433498805,53,2.370926641,89.2,0.185230871,0.51120622,1.046945315,0.298715217,0.310714738,1.994776346,0.292287961,11.42668162,0.474955874,1.190922213,0.169876295,6.003681437,0.387186147,1.648749813,68.6,11.2,0.193643041,13.48172607,0.442839281,1.278868413,0.816666667,0.278872664,2.345494564,71.4,0.869125185,25.4,0.942851935,26.6,0.080631489,0.476746039,1.01705902,0.427419818,0.372252747,1.924162441,-0.010673655,-0.478521003,0.389305599,0.911891578,0.409239504,14.00974274,0.489475253,1.566141771,67.2,12,0.318886327,21.25689949,0.481432422,1.237181091,0.931428571,0.121991551,3.113780385,116.8,0.78299873,30.6,1.274054779,51.2,0.271197578,0.529687421,1.09782181,0.450339499,0.33714604,2.013098035,0.169135487,7.552813761,0.431594701,0.916259483,0.472742807,13.19493858,0.520619236,1.580840456,TRUE
2019-Miami (OH) @ Kent State,168518,2019-10-26T19:30:00.000Z,2,-2,-110,-110,2019-10-20T20:37:24.118Z,final,regular,2019,TRUE,TRUE,Miami (OH),MAC,Kent State,MAC,East,Dix Stadium,FALSE,Kent,OH,23,16,East,,,9,,,,,,,,71.8,11.2,0.234778668,18.52093968,0.471641684,1.160181392,0.593333333,0.234249387,2.727893728,111,1.227812389,49.8,1.860382332,77.6,0.041150933,0.498793693,0.826520075,0.613944352,0.401712615,2.032089773,0.19440469,8.325428742,0.431636388,1.194480936,0.294787056,9.871464809,0.485783603,1.345248504,74.2,12.2,0.18878828,14.21326846,0.410161094,1.275047215,0.9,0.150213675,3.02736162,129.2,1.026265771,42,0.649340659,29.2,0.078198921,0.427127086,1.070811115,0.362371175,0.353471375,1.813310379,0.12398302,5.864762179,0.398384208,0.956130659,0.316688963,9.089832141,0.387412008,2.048017201,68.4,13,0.034339706,1.123514024,0.376457844,1.084456967,0.669047619,0.238544974,2.41787037,90.6,0.796507936,29.8,0.410740741,15.4,0.029883071,0.443784075,0.907296488,0.034211857,0.261692008,1.6202918,0.026114203,1.026737636,0.360952381,0.914723877,0.070596779,0.382082094,0.327146895,1.674903942,72,13.8,0.056004235,4.352654813,0.372107624,1.294113762,0.682142857,0.231383791,2.528675142,105.2,0.942420396,39,1.684193906,71.4,0.025721377,0.429036617,1.069965385,0.049538419,0.249142857,1.925505651,0.10873001,4.963995755,0.386781545,1.196809263,-0.042118633,-0.314144504,0.336182707,1.53087864,TRUE
2019-South Florida @ East Carolina,168910,2019-10-26T19:45:00.000Z,-1,1,-115,-105,2019-10-20T20:37:24.319Z,final,regular,2019,TRUE,TRUE,South Florida,AAC,East Carolina,AAC,East,Dowdy-Ficklen Stadium,FALSE,Greenville,NC,45,20,East,,,9,,,,,,,,76,13,0.135194533,11.18907612,0.422340925,1.091113511,0.829761905,0.219484842,2.857963592,119.4,1.297830245,53.2,1.347829713,57.8,0.03906864,0.470843688,0.856868735,0.289223768,0.333939394,1.605616506,0.111301335,6.277277923,0.447122509,0.852712332,0.186008727,6.074154302,0.357481884,1.621870997,74,12.2,0.15916816,13.31128476,0.417294618,1.237033202,0.711666667,0.242454439,2.806913948,127.2,1.067940136,49.8,0.800399883,37,0.157654382,0.497189324,1.070215108,0.149978999,0.248962001,2.043332674,0.076734952,5.463435138,0.418112128,0.934263269,0.311612196,7.994469662,0.402078978,1.820501268,67.2,14,0.090993962,6.921594344,0.370910628,1.322541446,0.55,0.178750433,2.977837321,96.6,1.210014562,40.2,1.528922405,52.4,-0.049332739,0.407938496,0.901426002,0.382767482,0.31527266,2.321449348,0.157272269,6.712366334,0.401007559,1.192374999,0.015804023,0.655171662,0.321981901,1.628131871,71.4,13.8,0.254596799,17.54305477,0.431826202,1.447210958,0.713888889,0.221517537,2.953055975,133,1.165751291,53,1.500806333,71,0.163394357,0.456430141,1.183917837,0.532550165,0.394923863,2.225981102,0.167625304,9.21025672,0.416169366,1.114958381,0.221307864,8.472739781,0.385485893,2.055012773,TRUE
2019-South Carolina @ Tennessee,168522,2019-10-26T20:00:00.000Z,-3.5,3.5,-105,-115,2019-10-20T21:02:08.851Z,final,regular,2019,TRUE,TRUE,South Carolina,SEC,Tennessee,SEC,East,Neyland Stadium,FALSE,Knoxville,TN,21,41,East,,,9,,,,,,,,58.8,11.2,0.082352338,4.882008872,0.408298456,1.22230655,0.554285714,0.23480905,2.91438246,94.2,1.065084039,34.4,0.76213611,25.4,-0.028104486,0.441530924,0.931771721,0.287655134,0.334048103,1.951423226,0.046354958,1.363795843,0.426743432,0.839116382,0.171010384,3.351087775,0.385272556,1.891704957,66.2,10.8,0.148118282,10.1030261,0.454300631,1.12531893,0.827272727,0.172056264,3.267515272,117.2,1.243685278,44,0.862756641,32.4,0.081906156,0.49696248,1.001435218,0.290438378,0.349654528,1.486960056,0.128759146,4.369168781,0.439909192,0.93971615,0.168698659,5.509710391,0.450206307,1.420848386,74.8,13.6,0.038054518,3.540565084,0.391520001,1.105704739,0.784761905,0.171303916,2.83906122,97.4,0.902359372,32,1.137845359,41.8,-0.007926186,0.445998416,0.962693844,0.101491048,0.275922078,1.561407886,0.086132004,3.883839392,0.417966607,0.818992923,-0.011535215,-0.512226652,0.343429973,1.416927571,75,14,0.141909031,9.981156003,0.400292869,1.264996331,0.683333333,0.162459381,2.915233317,96.8,1.016983929,35,1.354358793,42.2,0.037884746,0.437388856,1.026566874,0.367611873,0.335225609,1.817748669,0.030051823,0.559528938,0.382539556,0.917748299,0.26250008,9.687821095,0.408463712,1.59837587,FALSE
2019-Duke @ North Carolina,169108,2019-10-26T20:00:00.000Z,3.5,-3.5,-110,-110,2019-10-20T20:37:25.116Z,final,regular,2019,TRUE,TRUE,Duke,ACC,North Carolina,ACC,Coastal,Kenan Stadium,FALSE,Chapel Hill,NC,17,20,Coastal,,,9,,,,,,,,80,14.2,0.191425345,16.09692366,0.396535245,1.408627425,0.714285714,0.221794279,2.79867852,101,1.01243342,37,1.295859878,46.4,0.034933103,0.401500543,1.145183177,0.449064701,0.38118331,1.871165719,0.079388388,2.830006133,0.363013987,1.151087369,0.286421139,13.17570843,0.407973744,1.690333386,67,14,0.191208673,12.8639837,0.422877157,1.328798009,0.8,0.211420935,3.018931679,116.6,1.170264543,43.8,1.327397428,48.6,0.093043529,0.46059696,1.09062928,0.387871571,0.350462821,1.900298279,0.12934106,4.504203232,0.433698294,1.082554318,0.308377779,8.328594638,0.397472659,1.909164898,75.8,13,0.169905555,12.18503467,0.430475461,1.169593218,0.750555556,0.154723668,2.87622189,125.2,0.766889664,33,0.890428983,39,0.08612018,0.476669951,0.943985871,0.321440645,0.325776583,1.905578041,0.121965182,5.637006485,0.44318082,0.9705443,0.296068571,6.911841211,0.412396585,1.706888436,70.6,12.6,0.071539375,4.510246425,0.377060382,1.216162214,0.474285714,0.215258508,2.701311655,94.8,1.037223717,35.4,1.195687683,40.4,0.062095276,0.416303296,1.080097971,0.075329261,0.299276981,1.470062834,0.139515012,5.153532586,0.397119088,0.960447197,-0.011005972,-0.409036226,0.326235872,1.682191419,TRUE
2019-Hawaii @ New Mexico,168720,2019-10-26T20:00:00.000Z,-11.5,11.5,-110,-110,2019-10-20T20:37:25.769Z,final,regular,2019,TRUE,FALSE,Hawaii,Mountain West,New Mexico,Mountain West,Mountain,Dreamstyle Stadium,FALSE,Albuquerque,NM,45,31,West,,,9,,,,,,,,68.2,13.6,0.096093486,6.46119327,0.382926547,1.219214462,0.866666667,0.195710717,2.872898552,114.4,1.040107618,40.2,1.818019798,68.6,0.087829068,0.44438625,1.043812339,0.119094558,0.254605263,1.830140208,0.065602737,2.875779298,0.369639915,1.074606887,0.094266991,3.318905663,0.357125307,1.633986803,75.8,13.4,0.235883228,17.54022031,0.407936669,1.337640865,0.638095238,0.229416072,2.477940756,90.4,0.724231174,26.8,1.16573406,43.6,0.21066188,0.454823839,1.172616781,0.27031692,0.289392057,1.912096426,0.023498274,1.882209993,0.345740769,0.910736106,0.386396731,15.51172375,0.423284018,1.735241643,63.8,11.4,0.345590289,21.28987,0.540329138,1.295353048,0.714285714,0.185598506,3.535826704,69.2,1.661830065,32.6,1.391126051,28,0.205828722,0.598055555,1.020918305,0.677297579,0.398809524,2.228820863,0.288666621,5.423683239,0.569919701,0.954192566,0.41210825,16.20675372,0.530576441,1.512458783,70.6,12.2,0.195675944,12.7403295,0.435105906,1.220111441,0.848888889,0.157670289,3.161039372,133.6,1.118663821,47.2,1.958739971,83,0.163833574,0.500755547,1.072052954,0.223515216,0.290614649,1.713038709,0.272552809,12.80471626,0.455197684,1.13943411,0.249415296,0.121782512,0.431609182,1.668739608,TRUE
2019-Texas Tech @ Kansas,168908,2019-10-26T23:00:00.000Z,-4,4,-105,-115,2019-10-20T21:02:09.953Z,final,regular,2019,TRUE,TRUE,Texas Tech,Big 12,Kansas,Big 12,,Memorial Stadium (KS),FALSE,Lawrence,KS,34,37,,,,9,,,,,,,,64.8,12.4,0.212479772,15.95148908,0.386397246,1.538890891,0.66,0.255320419,2.860444833,91.8,1.221155084,39.4,2.329145586,76.2,0.103723589,0.410913648,1.187966553,0.297380302,0.295878788,2.046219378,0.137671605,5.1176073,0.363081739,1.440230278,0.349768916,11.31398226,0.399728005,1.799426209,83.2,12.4,0.324348035,26.00508299,0.509409962,1.143062771,0.835064935,0.156121463,3.524232574,153.8,1.312864044,57,1.578612837,63.2,0.153801761,0.536525616,0.84990442,0.699515243,0.457752535,1.873135881,0.284884069,11.56439907,0.508129745,0.967649264,0.451637738,15.51836696,0.499974547,1.574579869,87,13,0.130422236,11.34673453,0.477011495,0.871451709,0.928571429,0.192766296,3.350317965,117.5,1.256359301,44.5,0.676470588,24.5,0.047370561,0.556545209,0.623629361,0.315222284,0.286363636,1.961387489,0.196065916,6.826013973,0.470985692,0.925805252,0.119566631,5.722124256,0.467880524,0.968101721,66.5,13.5,0.363775501,21.90434718,0.494318181,1.342561547,0.595238095,0.145833333,2.905555556,90.5,1.180555556,35.5,2.729166667,72,0.273225899,0.515030946,1.23321643,0.606338868,0.442724459,1.670839918,0.226746,6.795003897,0.416666667,1.299773286,0.500395019,16.55179395,0.540464744,1.521370939,FALSE
2019-UCF @ Temple,169103,2019-10-26T23:00:00.000Z,-9,9,-105,-115,2019-10-20T20:37:26.403Z,final,regular,2019,TRUE,TRUE,UCF,AAC,Temple,AAC,East,Lincoln Financial Field,FALSE,Philadelphia,PA,63,21,East,,,9,,,,,,,,80,13.4,0.153111825,13.0807668,0.454838378,1.197598465,0.755952381,0.18274325,3.086313705,114.4,1.019442578,39.2,0.915798184,27.6,0.115053831,0.493705372,1.005406406,0.250118219,0.362842662,1.779431124,0.090884796,3.917928386,0.4379865,0.857619736,0.240083653,9.395272588,0.460440219,1.511382026,80.4,13.4,0.138346377,12.18876748,0.413938695,1.234822974,0.808311688,0.229133699,2.742875402,108.2,0.8719336,33.4,0.69367881,24.8,-0.01634034,0.432464932,0.914459602,0.408068838,0.366450217,1.906503057,0.044230327,2.090776812,0.431889256,0.85462781,0.19636837,10.03329227,0.374707562,1.727250234,81,14.6,0.331856543,25.67828178,0.491764745,1.344178722,0.807301587,0.200532045,3.080491345,134,1.258641713,56.4,1.887993089,81.2,0.384446614,0.557250885,1.230052903,0.240822034,0.340933426,1.922391719,0.267051446,11.57908041,0.479818816,1.089142788,0.443486113,14.5430324,0.482465091,1.813201268,77.6,14.8,-0.014260816,-0.300155269,0.331670134,1.265019917,0.486666667,0.329442206,2.032935958,82,1.097480089,43.4,1.035765766,42.4,-0.081443294,0.360513911,1.039816429,0.06227329,0.281637931,1.621253248,-0.098046184,-2.3466417,0.304399026,1.023932944,0.056013419,2.077888318,0.33054937,1.54304125,TRUE
2019-Memphis @ Tulsa,168520,2019-10-26T23:00:00.000Z,-9.5,9.5,-120,-100,2019-10-20T20:37:27.073Z,final,regular,2019,TRUE,TRUE,Memphis,AAC,Tulsa,AAC,West,Chapman Stadium,FALSE,Tulsa,OK,42,41,West,,,9,,,,,,,,83.8,13.4,0.117560351,9.784254475,0.384705389,1.3736302,0.732619048,0.186316081,2.672597821,100.8,0.896909615,35,1.087901078,39.6,0.067806735,0.416359964,1.162470244,0.183419343,0.338773617,1.72666037,0.086431933,3.818556225,0.336884649,1.245793235,0.188008648,6.509783511,0.413680222,1.608278681,70.8,13.6,0.122612404,8.192876102,0.36777125,1.404161763,0.704761905,0.215627763,2.615960986,110.6,0.856614721,37.4,1.142164014,50.4,-0.050364638,0.397700216,1.054703309,0.42214275,0.304743083,2.087516214,0.004940841,1.318946911,0.359267241,1.158119043,0.23341962,6.828883187,0.312886762,2.0985469,62.4,12.6,0.376410981,23.47327445,0.45948688,1.577670185,0.653333333,0.234320358,2.533040951,85.6,1.145744843,37,2.73399897,90.2,0.261978558,0.51161577,1.230366469,0.602464791,0.3600571,2.957650505,0.13221977,4.812156671,0.413659815,1.182198539,0.658614395,18.50240816,0.486166248,2.085907543,76.2,12.6,0.1096123,9.38612636,0.403183301,1.193963881,0.714285714,0.213036303,2.995179686,132.2,1.125073249,49,1.107355201,49.6,0.078450971,0.455464208,0.995863858,0.178841483,0.303563168,1.725596874,0.146529808,7.007944138,0.41526419,1.037162812,0.064346709,2.307067984,0.352502208,1.626065081,FALSE
